Rv0194	Rv0194	226877	230462	+
Rv0195	Rv0195	230898	231534	+
Rv0196	Rv0196	231646	232231	+
Rv0197	Rv0197	232230	234519	+
zmp1	Rv0198c	234515	236507	-
Rv0199	Rv0199	236549	237209	+
Rv0200	Rv0200	237205	237895	+
Rv0201c	Rv0201c	237891	238395	-
mmpL11	Rv0202c	238391	241292	-
Rv0203	Rv0203	241513	241924	+
Rv0204c	Rv0204c	241975	243214	-
Rv0205	Rv0205	243383	244487	+
mmpL3	Rv0206c	244483	247318	-
Rv0207c	Rv0207c	247383	248112	-
Rv0208c	Rv0208c	248114	248906	-
Rv0209	Rv0209	249037	250123	+
Rv0210	Rv0210	250119	251598	+
pckA	Rv0211	251781	253602	+
nadR	Rv0212c	253668	254640	-
Rv0213c	Rv0213c	254636	255950	-
fadD4	Rv0214	256063	257677	+
Rv0216	Rv0216	258912	259926	+
lipW	Rv0217c	259922	260831	-
Rv0218	Rv0218	260923	262252	+
Rv0219	Rv0219	262253	262802	+
lipC	Rv0220	262811	264023	+
Rv0221	Rv0221	264066	265476	+
echA1	Rv0222	265506	266295	+
Rv0223c	Rv0223c	266300	267764	-
Rv0224c	Rv0224c	267862	268627	-
Rv0225	Rv0225	268662	269817	+
Rv0226c	Rv0226c	269833	271564	-
Rv0227c	Rv0227c	271573	272839	-
Rv0228	Rv0228	273054	274278	+
Rv0229c	Rv0229c	274305	274719	-
php	Rv0230c	274982	275963	-
fadE4	Rv0231	276057	277764	+
Rv0232	Rv0232	277898	278588	+
nrdB	Rv0233	278584	279529	+
gabD1	Rv0234c	279604	281140	-
Rv0235c	Rv0235c	281165	282614	-
aftD	Rv0236c	282648	286851	-
Rv0236A	Rv0236A	286897	287071	-
lpqI	Rv0237	287185	288352	+
Rv0238	Rv0238	288427	289042	+
vapB24	Rv0239	289103	289337	+
vapC24	Rv0240	289344	289782	+
htdX	Rv0241c	289811	290654	-
fabG4	Rv0242c	290664	292029	-
fadA2	Rv0243	292170	293493	+
fadE5	Rv0244c	293797	295633	-
Rv0245	Rv0245	296004	296493	+
Rv0246	Rv0246	296808	298119	+
Rv0247c	Rv0247c	298115	298862	-
Rv0248c	Rv0248c	298862	300803	-
Rv0249c	Rv0249c	300833	301655	-
Rv0250c	Rv0250c	301734	302028	-
hsp	Rv0251c	302172	302652	-
nirB	Rv0252	302865	305427	+
nirD	Rv0253	305452	305809	+
cobU	Rv0254c	305824	306349	-
cobQ1	Rv0255c	306373	307858	-
PPE2	Rv0256c	307876	309547	-
Rv0257	Rv0257	309698	310073	+
Rv0258c	Rv0258c	310293	310749	-
Rv0259c	Rv0259c	310773	311517	-
Rv0260c	Rv0260c	311513	312659	-
narK3	Rv0261c	312758	314168	-
aac	Rv0262c	314308	314854	-
Rv0263c	Rv0263c	314863	315766	-
Rv0264c	Rv0264c	315782	316415	-
Rv0265c	Rv0265c	316510	317503	-
oplA	Rv0266c	317524	321154	-
narU	Rv0267	321330	322722	+
Rv0268c	Rv0268c	322763	323273	-
Rv0269c	Rv0269c	323337	324531	-
fadD2	Rv0270	324566	326249	+
fadE6	Rv0271c	326265	328461	-
Rv0272c	Rv0272c	328574	329708	-
Rv0273c	Rv0273c	329704	330325	-
Rv0274	Rv0274	330421	331003	+
inbR	Rv0275c	330932	331658	-
Rv0276	Rv0276	331747	332668	+
vapC25	Rv0277c	332707	333136	-
Rv0278c	Rv0278c	333436	336310	-
PE_PGRS4	Rv0279c	336559	339073	-
PPE3	Rv0280	339363	340974	+
Rv0281	Rv0281	340997	341906	+
eccA3	Rv0282	342129	344025	+
eccB3	Rv0283	344021	345638	+
eccC3	Rv0284	345634	349627	+
PE5	Rv0285	349623	349932	+
PPE4	Rv0286	349934	351476	+
esxG	Rv0287	351524	351818	+
esxH	Rv0288	351847	352138	+
espG3	Rv0289	352148	353036	+
eccD3	Rv0290	353082	354501	+
mycP3	Rv0291	354497	355883	+
eccE3	Rv0292	355879	356875	+
Rv0293c	Rv0293c	356861	358064	-
tam	Rv0294	358170	358956	+
Rv0295c	Rv0295c	358944	359748	-
Rv0296c	Rv0296c	359757	361155	-
PE_PGRS5	Rv0297	361333	363109	+
Rv0298	Rv0298	363251	363479	+
Rv0299	Rv0299	363475	363778	+
vapB2	Rv0300	363825	364047	+
vapC2	Rv0301	364043	364469	+
Rv0302	Rv0302	364604	365237	+
Rv0303	Rv0303	365233	366142	+
PPE5	Rv0304c	366149	372764	-
PPE6	Rv0305c	372819	375711	-
Rv0306	Rv0306	375913	376585	+
Rv0307c	Rv0307c	376572	377055	-
Rv0308	Rv0308	377112	377829	+
Rv0309	Rv0309	377930	378587	+
Rv0310c	Rv0310c	378656	379148	-
Rv0311	Rv0311	379171	380401	+
Rv0312	Rv0312	380555	382418	+
Rv0313	Rv0313	382489	382876	+
Rv0314c	Rv0314c	382878	383541	-
Rv0315	Rv0315	383601	384486	+
Rv0316	Rv0316	384534	385149	+
glpQ2	Rv0317c	385172	385943	-
Rv0318c	Rv0318c	386304	387099	-
pcp	Rv0319	387147	387816	+
Rv0320	Rv0320	387887	388550	+
dcd	Rv0321	388581	389154	+
udgA	Rv0322	389259	390591	+
Rv0323c	Rv0323c	390579	391251	-
Rv0324	Rv0324	391351	392032	+
Rv0325	Rv0325	392038	392263	+
Rv0326	Rv0326	392272	392728	+
cyp135A1	Rv0327c	392695	394045	-
Rv0328	Rv0328	394110	394713	+
Rv0329c	Rv0329c	394693	395320	-
Rv0330c	Rv0330c	395346	396087	-
Rv0331	Rv0331	396200	397367	+
Rv0332	Rv0332	397441	398227	+
Rv0333	Rv0333	398253	398628	+
rmlA	Rv0334	398657	399524	+
PE6	Rv0335c	399534	400050	-
Rv0336	Rv0336	400191	401703	+
aspC	Rv0337c	401872	403162	-
Rv0338c	Rv0338c	403192	405841	-
Rv0339c	Rv0339c	405949	408448	-
Rv0340	Rv0340	408633	409173	+
iniB	Rv0341	409361	410801	+
iniA	Rv0342	410837	412760	+
iniC	Rv0343	412756	414238	+
lpqJ	Rv0344c	414380	414941	-
Rv0345	Rv0345	415049	415460	+
ansP2	Rv0346c	415501	416965	-
Rv0347	Rv0347	417303	418290	+
Rv0348	Rv0348	418292	418946	+
Rv0349	Rv0349	418948	419608	+
dnaK	Rv0350	419834	421712	+
grpE	Rv0351	421708	422416	+
dnaJ1	Rv0352	422451	423639	+
hspR	Rv0353	423638	424019	+
PPE7	Rv0354c	424268	424694	-
PPE8	Rv0355c	424776	434679	-
Rv0356c	Rv0356c	434829	435474	-
purA	Rv0357c	435470	436769	-
Rv0358	Rv0358	436859	437507	+
Rv0359	Rv0359	437517	438297	+
Rv0360c	Rv0360c	438301	438739	-
Rv0361	Rv0361	438821	439649	+
mgtE	Rv0362	439870	441253	+
fba	Rv0363c	441264	442299	-
Rv0364	Rv0364	442394	443078	+
Rv0365c	Rv0365c	443066	444197	-
Rv0366c	Rv0366c	444221	444815	-
Rv0367c	Rv0367c	444843	445233	-
Rv0368c	Rv0368c	445313	446525	-
Rv0369c	Rv0369c	446530	447046	-
Rv0370c	Rv0370c	447146	448043	-
Rv0371c	Rv0371c	448039	448633	-
Rv0372c	Rv0372c	448629	449385	-
Rv0373c	Rv0373c	449403	451803	-
Rv0374c	Rv0374c	451799	452279	-
Rv0375c	Rv0375c	452293	453154	-
Rv0376c	Rv0376c	453229	454372	-
Rv0377	Rv0377	454420	455386	+
Rv0378	Rv0378	455636	455858	+
secE2	Rv0379	455976	456192	+
Rv0380c	Rv0380c	456267	456819	-
Rv0381c	Rv0381c	456914	457823	-
pyrE	Rv0382c	457840	458380	-
Rv0383c	Rv0383c	458460	459315	-
clpB	Rv0384c	459455	462002	-
Rv0385	Rv0385	462134	463307	+
Rv0386	Rv0386	463410	466668	+
purT	Rv0389	468334	469594	+
Rv0390	Rv0390	469590	470013	+
metZ	Rv0391	470009	471230	+
ndhA	Rv0392c	471226	472639	-
Rv0393	Rv0393	472780	474106	+
Rv0394c	Rv0394c	474121	474841	-
Rv0395	Rv0395	474939	475344	+
Rv0396	Rv0396	475349	475742	+
Rv0397	Rv0397	475815	476184	+
Rv0397A	Rv0397A	476393	476642	+
Rv0398c	Rv0398c	476678	477320	-
lpqK	Rv0399c	477326	478556	-
fadE7	Rv0400c	478565	479753	-
Rv0401	Rv0401	479788	480160	+
mmpL1	Rv0402c	480354	483231	-
mmpS1	Rv0403c	483227	483656	-
fadD30	Rv0404	483976	485734	+
pks6	Rv0405	485730	489939	+
Rv0406c	Rv0406c	489886	490705	-
fgd1	Rv0407	490782	491793	+
pta	Rv0408	491785	493858	+
ackA	Rv0409	493850	495008	+
pknG	Rv0410c	495061	497314	-
glnH	Rv0411c	497313	498300	-
Rv0412c	Rv0412c	498299	499619	-
mutT3	Rv0413	499712	500366	+
thiE	Rv0414c	500349	501018	-
thiO	Rv0415	501147	502170	+
thiS	Rv0416	502166	502373	+
thiG	Rv0417	502365	503124	+
lpqL	Rv0418	503495	504998	+
lpqM	Rv0419	505085	506582	+
Rv0420c	Rv0420c	506560	506971	-
Rv0421c	Rv0421c	507131	507761	-
thiD	Rv0422c	507757	508555	-
thiC	Rv0423c	508581	510225	-
Rv0424c	Rv0424c	510376	510652	-
ctpH	Rv0425c	510701	515321	-
Rv0426c	Rv0426c	515372	515816	-
xthA	Rv0427c	516016	516892	-
Rv0428c	Rv0428c	516894	517803	-
def	Rv0429c	517802	518396	-
Rv0430	Rv0430	518732	519041	+
Rv0431	Rv0431	519072	519567	+
sodC	Rv0432	519599	520322	+
Rv0433	Rv0433	520323	521454	+
Rv0434	Rv0434	521513	522167	+
Rv0435c	Rv0435c	522346	524533	-
pssA	Rv0436c	524529	525390	-
psd	Rv0437c	525386	526082	-
moeA2	Rv0438c	526142	527360	-
Rv0439c	Rv0439c	527378	528314	-
groEL2	Rv0440	528607	530230	+
Rv0441c	Rv0441c	530295	530724	-
PPE10	Rv0442c	530750	532214	-
Rv0443	Rv0443	532395	532911	+
rskA	Rv0444c	533090	533789	-
sigK	Rv0445c	533832	534396	-
Rv0446c	Rv0446c	534444	535215	-
ufaA1	Rv0447c	535223	536507	-
Rv0448c	Rv0448c	536503	537169	-
Rv0449c	Rv0449c	537228	538548	-
mmpL4	Rv0450c	538587	541491	-
mmpS4	Rv0451c	541487	541910	-
Rv0452	Rv0452	542141	542852	+
PPE11	Rv0453	543173	544730	+
Rv0455c	Rv0455c	545374	545821	-
echA2	Rv0456c	545888	546803	-
mazF1	Rv0456A	547075	547357	-
mazE1	Rv0456B	547343	547517	-
Rv0457c	Rv0457c	547585	549607	-
Rv0458	Rv0458	549674	551198	+
Rv0459	Rv0459	551197	551689	+
Rv0460	Rv0460	551748	551988	+
Rv0461	Rv0461	552025	552550	+
lpdC	Rv0462	552613	554008	+
Rv0463	Rv0463	554015	554309	+
Rv0464c	Rv0464c	554312	554885	-
Rv0465c	Rv0465c	554881	556306	-
Rv0466	Rv0466	556457	557252	+
icl1	Rv0467	557526	558813	+
fadB2	Rv0468	558894	559755	+
umaA	Rv0469	559887	560748	+
pcaA	Rv0470c	560847	561711	-
Rv0470A	Rv0470A	561853	562294	-
Rv0471c	Rv0471c	562224	562713	-
Rv0472c	Rv0472c	562722	563427	-
Rv0473	Rv0473	563563	564934	+
Rv0474	Rv0474	565020	565443	+
hbhA	Rv0475	565796	566396	+
Rv0476	Rv0476	566507	566771	+
Rv0477	Rv0477	566775	567222	+
deoC	Rv0478	567221	567896	+
Rv0479c	Rv0479c	567920	568967	-
Rv0480c	Rv0480c	568963	569806	-
Rv0481c	Rv0481c	569987	570512	-
murB	Rv0482	570538	571648	+
lprQ	Rv0483	571709	573065	+
Rv0484c	Rv0484c	573045	573801	-
Rv0485	Rv0485	573983	575300	+
mshA	Rv0486	575347	576790	+
Rv0487	Rv0487	576786	577338	+
Rv0488	Rv0488	577663	578269	+
gpm1	Rv0489	578425	579175	+
senX3	Rv0490	579348	580581	+
regX3	Rv0491	580808	581492	+
Rv0492c	Rv0492c	581488	583378	-
Rv0492A	Rv0492A	583374	583704	-
Rv0493c	Rv0493c	583700	584690	-
Rv0494	Rv0494	584694	585423	+
Rv0495c	Rv0495c	585423	586314	-
Rv0496	Rv0496	586393	587380	+
Rv0497	Rv0497	587376	588309	+
Rv0498	Rv0498	588324	589167	+
Rv0499	Rv0499	589182	590058	+
proC	Rv0500	590082	590970	+
Rv0500A	Rv0500A	591110	591347	+
galE2	Rv0501	591653	592784	+
Rv0502	Rv0502	592790	593867	+
cmaA2	Rv0503c	593870	594779	-
Rv0504c	Rv0504c	594801	595302	-
serB1	Rv0505c	595463	596585	-
mmpS2	Rv0506	596758	597202	+
mmpL2	Rv0507	597198	600105	+
Rv0508	Rv0508	600097	600391	+
hemA	Rv0509	600440	601847	+
hemC	Rv0510	601856	602786	+
hemD	Rv0511	602818	604516	+
hemB	Rv0512	604601	605591	+
Rv0513	Rv0513	605603	606152	+
Rv0514	Rv0514	606148	606448	+
Rv0515	Rv0515	606550	608062	+
Rv0516c	Rv0516c	608058	608535	-
Rv0517	Rv0517	608745	610056	+
Rv0518	Rv0518	610187	610883	+
Rv0519c	Rv0519c	611171	612074	-
gabP	Rv0522	613037	614342	+
Rv0523c	Rv0523c	614325	614721	-
hemL	Rv0524	614834	616223	+
Rv0525	Rv0525	616222	616831	+
Rv0526	Rv0526	616845	617496	+
ccdA	Rv0527	617492	618272	+
Rv0528	Rv0528	618304	619894	+
ccsA	Rv0529	619890	620865	+
Rv0530	Rv0530	620906	622124	+
Rv0530A	Rv0530A	622120	622282	-
Rv0531	Rv0531	622328	622646	+
PE_PGRS6	Rv0532	622792	624577	+
fabH	Rv0533c	624472	625480	-
menA	Rv0534c	625561	626440	-
Rv0535	Rv0535	626456	627251	+
galE3	Rv0536	627247	628288	+
Rv0537c	Rv0537c	628297	629731	-
Rv0538	Rv0538	630039	631686	+
Rv0539	Rv0539	631742	632375	+
Rv0540	Rv0540	632371	633034	+
Rv0541c	Rv0541c	633054	634404	-
menE	Rv0542c	634415	635504	-
Rv0543c	Rv0543c	635572	635875	-
Rv0544c	Rv0544c	635934	636213	-
pitA	Rv0545c	636209	637463	-
Rv0546c	Rv0546c	637582	637969	-
Rv0547c	Rv0547c	638031	638916	-
menB	Rv0548c	639011	639956	-
vapC3	Rv0549c	640227	640641	-
vapB3	Rv0550c	640637	640904	-
fadD8	Rv0551c	641095	642811	-
Rv0552	Rv0552	642888	644493	+
menC	Rv0553	644489	645470	+
bpoC	Rv0554	645466	646255	+
menD	Rv0555	646297	647962	+
Rv0556	Rv0556	647958	648474	+
mgtA	Rv0557	648535	649672	+
menH	Rv0558	649688	650393	+
Rv0559c	Rv0559c	650406	650745	-
Rv0560c	Rv0560c	650778	651504	-
Rv0561c	Rv0561c	651528	652755	-
grcC1	Rv0562	652770	653778	+
htpX	Rv0563	653878	654739	+
gpdA1	Rv0564c	654923	655949	-
Rv0565c	Rv0565c	656009	657470	-
Rv0566c	Rv0566c	657547	658039	-
Rv0567	Rv0567	658320	659340	+
cyp135B1	Rv0568	659449	660868	+
Rv0569	Rv0569	661002	661269	+
nrdZ	Rv0570	661294	663373	+
Rv0571c	Rv0571c	663486	664818	-
Rv0572c	Rv0572c	665041	665383	-
pncB2	Rv0573c	665850	667242	-
Rv0574c	Rv0574c	667251	668394	-
Rv0575c	Rv0575c	668578	669745	-
Rv0576	Rv0576	669847	671152	+
TB27.3	Rv0577	671165	671951	+
PE_PGRS7	Rv0578c	671995	675916	-
Rv0579	Rv0579	676237	676996	+
Rv0580c	Rv0580c	677124	677616	-
vapB26	Rv0581	677709	677925	+
vapC26	Rv0582	677921	678329	+
lpqN	Rv0583c	678388	679075	-
Rv0584	Rv0584	679228	681862	+
Rv0585c	Rv0585c	681884	684272	-
mce2R	Rv0586	684409	685132	+
yrbE2A	Rv0587	685128	685926	+
Rv0588	Rv0588	685927	686815	+
mce2A	Rv0589	686820	688035	+
mce2C	Rv0591	689058	690504	+
mce2D	Rv0592	690500	692027	+
lprL	Rv0593	692023	693232	+
mce2F	Rv0594	693236	694787	+
vapC4	Rv0595c	694838	695231	-
vapB4	Rv0596c	695227	695485	-
Rv0597c	Rv0597c	695667	696903	-
vapC27	Rv0598c	697153	697567	-
vapB27	Rv0599c	697563	697800	-
Rv0600c	Rv0600c	697903	698410	-
Rv0601c	Rv0601c	698523	698994	-
tcrA	Rv0602c	699037	699799	-
Rv0603	Rv0603	699855	700167	+
lpqO	Rv0604	700238	701189	+
Rv0605	Rv0605	701429	702014	+
Rv0607	Rv0607	702812	703199	+
vapB28	Rv0608	703243	703489	+
vapC28	Rv0609	703485	703887	+
Rv0609A	Rv0609A	703829	704057	+
Rv0610c	Rv0610c	704751	705909	-
Rv0611c	Rv0611c	705960	706182	-
Rv0612	Rv0612	706323	706929	+
Rv0613c	Rv0613c	706947	709515	-
Rv0614	Rv0614	709598	710348	+
Rv0615	Rv0615	710344	710587	+
vapB29	Rv0616A	710781	711009	+
vapC29	Rv0617	711005	711407	+
galK	Rv0620	712715	713807	+
Rv0621	Rv0621	714201	715266	+
Rv0622	Rv0622	715369	716317	+
vapB30	Rv0623	716409	716664	+
vapC30	Rv0624	716663	717059	+
Rv0625c	Rv0625c	717152	717893	-
vapB5	Rv0626	718024	718285	+
vapC5	Rv0627	718281	718689	+
Rv0628c	Rv0628c	718760	719912	-
recD	Rv0629c	720004	721732	-
recB	Rv0630c	721728	725013	-
recC	Rv0631c	725012	728306	-
echA3	Rv0632c	728582	729278	-
Rv0633c	Rv0633c	729326	730166	-
Rv0634c	Rv0634c	730319	731033	-
Rv0634A	Rv0634A	731112	731364	+
rpmG2	Rv0634B	731711	731879	+
hadA	Rv0635	731929	732406	+
hadB	Rv0636	732392	732821	+
hadC	Rv0637	732824	733325	+
secE1	Rv0638	733736	734222	+
nusG	Rv0639	734253	734970	+
rplK	Rv0640	735021	735450	+
rplA	Rv0641	735516	736224	+
mmaA4	Rv0642c	736297	737203	-
mmaA3	Rv0643c	737267	738149	-
mmaA2	Rv0644c	738296	739160	-
mmaA1	Rv0645c	739326	740187	-
lipG	Rv0646c	740233	741139	-
Rv0647c	Rv0647c	741150	742617	-
Rv0648	Rv0648	742718	746366	+
fabD2	Rv0649	746362	747037	+
Rv0650	Rv0650	747036	747945	+
rplJ	Rv0651	748275	748812	+
rplL	Rv0652	748848	749241	+
Rv0653c	Rv0653c	749233	749929	-
Rv0654	Rv0654	749999	751505	+
mkl	Rv0655	751516	752596	+
vapC6	Rv0656c	752983	753367	-
vapB6	Rv0657c	753461	753617	-
Rv0658c	Rv0658c	753692	754409	-
mazF2	Rv0659c	754684	754993	-
mazE2	Rv0660c	754979	755225	-
vapC7	Rv0661c	755334	755772	-
vapB7	Rv0662c	755768	756023	-
atsD	Rv0663	756136	758500	+
vapB8	Rv0664	758531	758804	+
vapC8	Rv0665	758800	759139	+
Rv0666	Rv0666	759135	759309	+
rpoB	Rv0667	759806	763325	+
rpoC	Rv0668	763369	767320	+
Rv0669c	Rv0669c	767683	769597	-
end	Rv0670	769791	770550	+
lpqP	Rv0671	770581	771424	+
fadE8	Rv0672	771483	773112	+
echA4	Rv0673	773122	774061	+
Rv0674	Rv0674	774063	774786	+
echA5	Rv0675	774782	775574	+
mmpL5	Rv0676c	775585	778480	-
mmpS5	Rv0677c	778476	778905	-
Rv0678	Rv0678	778989	779487	+
Rv0679c	Rv0679c	779542	780040	-
Rv0680c	Rv0680c	780041	780416	-
Rv0681	Rv0681	780720	781311	+
rpsL	Rv0682	781559	781934	+
rpsG	Rv0683	781933	782404	+
fusA1	Rv0684	782484	784590	+
tuf	Rv0685	784820	786011	+
Rv0686	Rv0686	786148	786946	+
Rv0687	Rv0687	787098	787926	+
Rv0688	Rv0688	787939	789160	+
Rv0689c	Rv0689c	789156	789411	-
Rv0690c	Rv0690c	790023	791073	-
Rv0691c	Rv0691c	791069	791666	-
